Class,Skewness,Curtosis,Entropy,Variance
1,-0.67253,2.7056,0.85774,-3.0201
1,3.5447,-1.3721,-2.8483,-2.4941
1,0.039307,0.05369,-0.23105,-0.83121
1,-6.8824,7.5416,0.70774,-2.5665
1,-12.9371,15.6559,-1.6806,-4.4018
1,-8.2916,10.3032,0.38059,-3.7573
1,-0.40145,1.4855,1.1189,-2.4725
1,2.8825,-2.3086,-2.3724,-1.9725
1,3.6874,-1.9385,-3.8918,-2.0149
1,0.65181,-0.48869,-0.52716,-0.82053
1,-6.3486,5.6154,0.42584,-1.7886
1,-9.4711,9.7668,-0.60216,-2.9138
1,-6.5907,5.6429,0.54998,-1.8343
1,-0.033118,-0.20165,0.55774,-0.8734
1,2.957,-3.5947,-3.1457,-0.70346
1,6.9879,0.67833,-7.5887,-6.7387
1,3.2777,-0.9351,-3.1457,-2.7723
1,-1.3678,1.997,0.52283,-1.6641
1,-9.2497,8.9922,-0.50001,-2.4349
1,-12.7095,12.7957,-2.825,-3.793
1,-6.9756,5.5383,-0.12889,-1.9551
1,-0.50077,-0.35417,0.47498,-0.69078
1,3.3998,-4.4327,-4.2655,0.025013
1,4.9601,-0.64892,-5.4719,-4.3967
1,-0.24418,1.4041,-0.45863,-2.456
1,-6.8555,6.2169,-0.62285,-2.62
1,-10.3257,8.784,-2.1138,-2.9662
1,-4.4448,2.2241,0.49826,-0.71494
1,0.99945,-2.2126,0.097399,0.6005
1,3.8944,-4.7275,-4.3948,0.61652
1,7.2363,0.10938,-7.5642,-5.4414
1,0.45937,2.3457,-0.45734,-3.5798
1,-5.6967,5.9179,0.37671,-2.7769
1,-6.7562,5.0585,-0.55044,-1.8356
1,0.17381,-1.7542,0.48921,0.30081
1,4.1323,-4.7018,-2.5987,1.3403
1,4.987,-5.1508,-6.3913,0.26877
1,9.6014,-0.25392,-6.9642,-6.5235
1,2.4955,0.79571,-1.1039,-4.0679
1,-1.7051,1.5026,0.32757,-2.564
1,-1.9162,-0.15538,-0.11984,-1.3414
1,2.0879,-3.3522,-0.66553,0.23874
1,3.6771,-4.0771,-2.0711,0.6212
1,3.4019,-3.4859,-3.5569,-0.77848
1,3.7909,-0.6532,-4.1802,-4.1244
1,9.2,0.25933,-4.6832,-7.0421
1,3.5716,0.82742,-1.4957,-4.9462
1,0.30417,0.6569,-0.2957,-3.5359
1,0.16967,-1.0054,-0.82975,-2.0662
1,2.808,-3.1432,-1.2035,-0.88728
1,2.3072,-2.5237,-1.4453,-1.0941
1,1.6285,-0.88541,-1.4802,-2.4458
1,1.8955,0.1865,-2.4409,-3.551
1,-0.85669,2.7185,0.044382,-2.2811
1,-5.974,10.0916,-0.82846,-3.6053
1,-5.1877,10.4266,-0.86725,-5.0676
1,4.0723,-0.23678,-2.1151,-3.9204
1,1.8458,-1.3575,-1.3806,-1.1306
1,-4.5566,6.4534,-0.056479,-2.4561
1,-13.0303,17.0834,-3.0345,-4.4775
1,-8.1819,12.1291,-1.6017,-4.1958
1,-0.7077,2.5325,0.71808,-3.38
1,3.6026,-1.4166,-2.8948,-2.4365
1,0.13036,-0.031137,-0.35389,-0.77688
1,-6.8266,7.5339,0.59007,-2.7083
1,-12.5854,15.4417,-1.4983,-4.5531
1,-7.8322,9.8208,0.47498,-3.8894
1,-0.22763,1.488,1.2069,-2.5084
1,3.0211,-2.4132,-2.4241,-2.1652
1,3.5074,-1.7842,-3.8491,-1.8974
1,0.5587,-0.38587,-0.66423,-0.62043
1,-6.301,5.6506,0.19567,-1.8387
1,-9.1566,9.5766,-0.73018,-3
1,-6.1603,5.606,0.48533,-1.9116
1,0.084831,-0.2462,0.45688,-1.005
1,3.257,-3.6778,-3.2944,-0.87834
1,6.7934,0.68604,-7.5887,-6.651
1,3.1101,-0.83228,-3.0358,-2.5463
1,-1.432,2.1144,0.42067,-1.4377
1,-9.0407,8.862,-0.86983,-2.4554
1,-12.8792,13.0597,-3.3125,-3.9411
1,-6.8969,5.5992,-0.47156,-2.1241
1,-0.32902,-0.42785,0.23317,-0.74324
1,3.7412,-4.5415,-4.2526,-0.071503
1,4.9166,-0.49212,-5.3207,-4.2333
1,-0.43663,1.692,-0.43018,-2.3675
1,-7.3625,6.9255,-0.66811,-2.5526
1,-10.4602,8.9717,-2.3427,-3.0986
1,-4.4862,2.2009,0.50731,-0.89809
1,1.0015,-2.2726,-0.0060486,0.56232
1,3.8944,-4.8166,-4.3418,0.53936
1,7.3915,0.029699,-7.3987,-5.3012
1,0.35591,2.6473,-0.37846,-3.3553
1,-5.7133,5.953,0.45946,-2.7908
1,-6.6072,4.8254,-0.41984,-1.9983
1,0.11794,-1.6823,0.59524,0.15423
1,4.0744,-4.7635,-2.6129,1.208
1,4.8856,-5.149,-6.2323,0.2952
1,9.5311,0.022844,-6.8517,-6.4247
1,2.6218,0.62863,-1.1595,-3.9933
1,-1.6058,1.3647,0.16464,-2.659
1,-2.1252,-0.10397,-0.19225,-1.4094
1,1.9741,-3.3668,-0.65259,0.11032
1,3.644,-4.0746,-1.9909,0.52374
1,3.4598,-3.4405,-3.4276,-0.76794
1,3.6812,-0.60008,-4.0133,-3.9698
1,9.2931,0.16594,-4.5396,-7.0364
1,3.3005,1.063,-1.444,-4.9447
1,0.22968,0.7126,-0.3332,-3.5933
1,0.12415,-1.0465,-0.86208,-2.1674
1,2.6963,-3.1226,-1.3121,-0.9607
1,2.1996,-2.5862,-1.2759,-1.0802
1,1.4381,-0.82114,-1.2862,-2.3277
1,1.9037,-0.035421,-2.5095,-3.7244
1,-0.95602,2.7073,-0.16639,-2.5724
1,-6.0816,10.0958,-1.0147,-3.9297
1,-5.1463,10.3332,-1.1181,-5.2943
1,4.0392,-0.3019,-2.1836,-3.8953
1,1.7485,-1.4801,-1.4181,-1.2244
1,-4.4159,5.983,-0.13924,-2.6406
1,-12.7509,16.7166,-3.2168,-4.6338
1,-7.8633,11.8387,-1.8978,-4.2887
1,-0.50491,2.6328,0.53705,-3.3458
1,3.3357,-1.3455,-1.9573,-1.1188
1,-0.3104,0.18307,0.44653,0.55939
1,-7.3191,7.8981,1.2289,-1.5078
1,-12.5667,15.1606,-0.75216,-3.506
1,-8.273,10.2646,1.1629,-2.9498
1,-0.38903,1.62,1.9103,-1.6029
1,2.8183,-2.426,-1.8862,-1.2667
1,3.0605,-1.8356,-2.834,-0.49281
1,-0.045533,-0.18794,0.23447,0.66365
1,-6.7583,5.8408,0.62369,-0.72068
1,-9.5001,9.682,-0.12889,-1.9966
1,-6.4168,5.6026,1.0323,-0.97325
1,-0.17383,-0.11339,1.2198,-0.025314
1,2.9301,-3.5467,-2.6737,0.062525
1,6.3258,0.89768,-6.6241,-5.525
1,2.6735,-0.84085,-2.0323,-1.2943
1,-1.7837,2.135,1.2418,-0.24037
1,-9.6698,9.4652,-0.34872,-1.3968
1,-13.2869,13.4727,-2.6271,-2.9672
1,-7.2508,6.0139,0.36895,-1.1005
1,-0.52147,-0.40386,1.2017,0.22432
1,3.3708,-4.4987,-3.6965,0.90407
1,4.5193,-0.58123,-4.2629,-2.8619
1,-0.31247,1.2815,0.41291,-1.0833
1,-7.2446,6.5537,-0.1276,-1.5681
1,-10.8679,9.4926,-1.4116,-2.0545
1,-4.5152,2.1195,1.4448,0.2346
1,0.86909,-2.3138,0.82412,1.581
1,3.8013,-4.9143,-3.7483,1.5514
1,7.1225,-0.083404,-6.4172,-4.1479
1,-0.099335,2.8127,0.48662,-2.2625
1,-5.823,5.8699,1.212,-1.7479
1,-6.7128,4.9857,0.32886,-0.95923
1,0.23589,-1.8785,1.3258,1.3451
1,4.0951,-4.8037,-2.1112,2.2279
1,4.8731,-5.2861,-5.8741,1.2572
1,9.1214,-0.41929,-5.9181,-5.3857
1,2.3445,0.52667,-0.40173,-2.9786
1,-2.1562,1.7082,0.9017,-1.5851
1,-2.2038,-0.0954,0.56421,-0.21888
1,1.9017,-3.3111,0.065071,1.3183
1,3.4288,-4.0309,-1.4259,1.4896
1,3.2219,-3.4302,-2.8457,0.11592
1,3.3564,-0.72004,-3.5233,-3.3924
1,8.7096,-0.21621,-3.6345,-6.1632
1,2.9239,0.87026,-0.65389,-4.0786
1,-0.3911,0.93452,0.42972,-2.5899
1,-0.19038,-0.90597,0.003003,-1.0116
1,2.4914,-2.9401,-0.62156,0.066129
1,1.9368,-2.4697,-0.80518,-0.24745
1,1.0636,-0.71232,-0.8388,-1.5732
1,1.5933,0.045122,-1.678,-2.1668
1,-1.4237,2.9241,0.66119,-1.1667
1,-6.63,10.4849,-0.42113,-2.8391
1,-5.8126,10.8867,-0.52846,-4.5046
1,3.7433,-0.40215,-1.2953,-2.41
1,1.3492,-1.4501,-0.55949,0.40614
1,-4.8773,6.4774,0.34179,-1.3887
1,-13.4586,17.5932,-2.7771,-3.7503
1,-8.3827,12.393,-1.2823,-3.5637
1,-0.65804,2.6842,1.1952,-2.5419
